,TS5b,TS5c,TS5d,TS8b,TS9b,TS9d,TS6a,TS6b,TS6c,TS6d,TS6e,TS6f,TS7a,TS7c,TS7e,TS7f,TS7g,TS7h,TS8a,TS8d,TS8J,TS8K,TS8L
TRINITY_DN10577_c0_g1,11.147,1.304,1.633,5.436,1.411,1.558,0.597,3.437,5.68,3.608,0.408,1.296,0.724,0.436,0.89,2.082,18.663,3.69,4.953,7.607,37.15,5.041,6.986
TRINITY_DN10582_c0_g1,153.852,142.044,110.439,144.784,134.235,299.389,140.641,93.793,127.081,291.458,163.905,140.374,83.832,144.568,98.523,122.223,324.822,128.375,1358.794,724.288,1001.044,142.095,2337.04
TRINITY_DN1059_c0_g1,0.486,0.704,0.298,0.093,0.319,0.723,0.474,0.385,0.359,2.255,0.717,0,0.555,0.09,0.221,0.332,1.281,0.207,3.361,2.608,2.322,2.256,6.317
TRINITY_DN10594_c0_g1,2.246,1.582,0.579,1.468,1.209,2.675,0.886,1.3,0.875,7.429,2.812,1.481,0.901,1.554,1.364,1.419,10.149,5.685,9.38,14.01,9.007,4.902,18.755
TRINITY_DN1060_c0_g1,0,0,0,0,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN10605_c0_g1,0.165,0,0,0,0,0,0.202,0,0,0,0,0,0,0,0,0.597,0.749,0,0,0,0,0.877,0.137
TRINITY_DN10605_c0_g2,1.43,0.53,0.394,1.134,0.252,1.877,0.509,0.59,0.893,2.958,1.524,1.296,0.293,0.493,0.498,0,2.03,2.033,4.581,3.327,5.978,0.794,12.027
TRINITY_DN10611_c0_g1,0.935,1.095,1.215,1.366,3.031,0.892,1.623,2.497,0.98,3.343,0.771,0.867,2.411,1.9,1.674,1.427,2.943,1.114,2.327,4.766,3.635,1.031,2.111
TRINITY_DN10614_c0_g1,0.44,0.104,0.314,0.372,0.739,1.521,0.939,0.445,0.123,2.003,0.862,0.362,0.185,0.683,0.613,0.191,4.223,2.37,3.537,5.143,3.878,1.532,6.165
TRINITY_DN10624_c0_g1,0.394,0.348,0.089,0.4,0.361,0.77,0.588,0.291,0.403,3.568,1.234,0.295,0.123,0.551,0.139,0.282,2.834,2.201,2.627,5.036,1.797,1.866,5.118
TRINITY_DN10632_c0_g1,0.495,1.13,0.233,0.465,1.117,1.22,0.57,0.59,0.788,0.358,0.916,0.909,0.331,0.765,0.76,0.68,2.071,1.321,6.381,5.233,5.675,2.089,9.385
TRINITY_DN10633_c0_g2,0.064,0.183,0.024,0.576,0.05,0.948,0.588,0.034,0.333,0.093,0.154,0.572,0.054,0,0.278,0.116,1.103,0.66,1.013,0,0.131,0.042,3.295
TRINITY_DN10640_c0_g2,0.247,0.2,0.145,0.232,0.151,0.46,0.5,0.188,0.464,1.711,0.68,0.059,0.2,0.395,0.139,0.207,1.022,0.855,1.634,1.673,3.484,0.919,2.384
TRINITY_DN10646_c0_g1,1.842,0.782,0.547,0.985,0.655,0.939,0.719,2.454,1.479,2.056,0.735,2.432,0.146,0.321,1.274,0.904,6.416,3.665,6.256,3.273,6.604,3.245,3.174
TRINITY_DN1065_c0_g1,0,0,0,0,0,0.094,0.535,0,0,0,0.127,0,0.039,0,0,0,0,0.091,0,0,0.242,0.097,0
TRINITY_DN1065_c0_g2,0,0,0,0,0,0,0.298,0,0,0,0,0,0,0,0,0.357,0,0.013,0,0,0,0.014,0
TRINITY_DN10656_c0_g2,1.237,0.748,0.958,2.314,0.126,1.793,0.763,0.462,0.578,3.131,1.696,0.429,0.254,0.28,0.351,0.523,3.052,2.292,13.475,6.996,18.893,3.774,24.753
TRINITY_DN10657_c0_g1,1.045,0.843,0.66,0.715,0.789,0.807,0.754,0.906,0.656,3.21,0.989,0.875,0.616,0.814,0.727,0.921,2.37,2.745,6.07,2.77,4.201,2.089,5.847
TRINITY_DN10657_c0_g2,0.293,0.348,0.217,0,0.285,1.389,0.228,0.188,0.464,3.117,0.871,0,0.354,0.288,0.784,0.232,1.594,0.971,3.371,1.277,4.11,2.061,4.024
TRINITY_DN10663_c0_g1,2.521,1.104,0.612,1.403,1.503,0.554,0.632,0.752,1.208,5.518,0.2,3.341,0.054,0.814,0.449,0.44,1.008,5.659,10.383,12.445,2.04,0.877,0.547
TRINITY_DN10665_c0_g1,0.238,0.104,0.064,0.297,0.218,0.563,0.728,0.316,0.665,1.499,0.735,0.648,0.085,0.14,0.18,0.406,1.226,0.622,3.868,3.057,3.756,0.975,3.371
TRINITY_DN10667_c0_g1,0.898,0.748,0.37,1.524,0.999,1.54,0.79,0.923,0.954,3.754,1.987,0.833,0.701,1.044,0.564,0.556,4.005,2.486,8.387,8.327,8.109,3.273,17.13
TRINITY_DN10673_c0_g1,1.714,0.556,0.797,0,0.285,0.178,1.123,0.513,0,0.504,0.78,0.32,0.277,0.312,0.392,0.29,0,0.725,0.238,0.863,1.141,0.209,0
TRINITY_DN10676_c0_g1,0.458,0.487,0.467,0.297,0.42,0.789,0.491,0.094,0.429,2.428,0.345,0.042,0.154,0.296,0,0.274,0.545,1.139,1.748,2.212,3.726,0.404,2.111
TRINITY_DN10679_c0_g1,0,0,0,0,0,0,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN10679_c0_g2,0,0,0,0,0,0,0.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN10683_c0_g1,0,0,0,0,0,0.047,0.518,0,0.035,0.066,0,0.345,0,0.074,0.131,0.033,0,0.039,0,0,0.343,0.153,0
TRINITY_DN10687_c0_g1,0.275,0.07,0.072,0.084,0.227,0.357,0.412,0.53,0.516,0.796,0.254,0.69,0.154,0.082,0.204,0.232,1.063,0.376,2.306,1.223,4.11,0.836,3.781
TRINITY_DN10687_c0_g2,0.376,0.287,0.193,0.074,0,0.544,0.509,0.034,0,0,0.463,0,0.169,0.115,0.172,0.29,0.776,0.22,0.693,0.396,1.202,0.167,1.488
TRINITY_DN10689_c0_g1,0.046,0.287,0.121,0.186,0.168,0.375,0.649,0.248,0,0.438,0.227,0.505,0.039,0.09,0.074,0.041,0.327,0.324,1.189,1.78,3.625,0.432,3.417
TRINITY_DN10694_c0_g2,0.917,2.634,0.507,0.855,1.511,0.826,0.86,0.128,1.103,0,1.56,0.724,1.286,1.423,1.388,0.556,0,0,0.91,0.216,0,0,0
TRINITY_DN10696_c0_g1,0.458,0.826,0.386,0.613,0.781,2.319,0.763,0.41,0.438,2.096,2.368,0.909,0.239,0.88,0.702,0.614,2.084,0.829,4.333,2.356,5.574,0.85,5.27
TRINITY_DN1070_c0_g1,0,0.183,0,0,0,0.704,0.368,0.445,0,0,0.408,0.841,0,0.411,0.172,0.382,1.471,1.191,1.851,1.115,1.181,1.086,1.473
TRINITY_DN10720_c0_g1,0.522,0.209,0.137,0.242,0.143,0.46,0.64,0.522,0.656,1.645,0.481,0.32,0.069,0.715,0.27,0.299,2.602,0.842,4.736,3.849,7.836,1.713,8.276
TRINITY_DN10723_c0_g1,2.557,0.904,0.547,0.743,0.605,1.267,0.57,2.12,2.022,3.966,1.452,1.439,0.316,0.469,0.482,0.564,7.588,7.381,8.149,5.467,7.19,3.064,16.993
TRINITY_DN10731_c0_g1,0.972,0.695,0.475,0.65,0.344,1.014,0.491,0.504,0.175,1.937,1.261,0.379,0.285,0.567,0.27,0.572,1.526,1.45,3.226,3.453,4.807,2.033,8.018
TRINITY_DN10734_c0_g1,1.613,0.156,0.056,1.134,0,0,0.491,0.769,1.418,1.778,0.29,0.168,0,0.872,0,0.539,0.831,0.376,2.844,0,4.18,1.922,3.872
TRINITY_DN10734_c0_g2,0,0.409,0.056,0,0.185,0.948,0.325,0,0,0,0.29,0.438,0.639,0,0.539,0,0.831,0.376,0,3.525,0,0,2.627
TRINITY_DN10746_c0_g1,0.238,0.322,0,0,0,0.094,0.351,0,0,0.345,0.064,0,0.116,0,0.523,0.1,0.109,0.052,0.031,1.331,0.434,0,0
TRINITY_DN10746_c0_g2,0.568,0.078,0.177,0.13,0.378,0,0.465,0.316,0.088,0.119,0.064,0.252,0.223,0.123,0,0.514,0.109,0,0.031,0.665,0.293,0,0
TRINITY_DN10748_c0_g1,0.706,0.678,0.217,0.26,0.235,0.742,0.921,0.137,0.131,2.242,0.39,0.261,0.116,1.02,0.319,0.241,1.39,1.049,3.113,2.841,4.12,1.198,10.979
TRINITY_DN10750_c0_g1,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN10750_c0_g2,0,0,0,0,0,0,1.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN10752_c0_g1,6.637,1.408,0,2.193,0.16,1.633,1.281,7.37,2.556,1.406,0.181,0.362,1.117,2.303,0.588,1.817,0,0.622,0.269,0.647,2.575,0,0.425
TRINITY_DN10759_c0_g1,159.691,216.418,149.465,217.232,150.534,230.843,221.181,191.014,240.35,116.419,210.127,160.3,186.144,205.636,240.942,178.552,161.771,172.569,123.713,102.905,116.882,193.582,74.912
TRINITY_DN10762_c0_g1,2.062,1.461,1.07,1.57,0.437,2.122,1.307,1.334,2.346,12.31,2.558,1.7,0.901,1.308,1.233,1.244,8.364,6.863,10.414,11.6,10.239,6.657,17.464
TRINITY_DN10763_c0_g1,0,0,0,0,0,0,0.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN10777_c0_g1,2.906,1.678,0.99,1.988,1.192,2.582,1.465,2.103,1.47,14.698,3.384,1.237,1.294,1.99,1.168,1.585,15.816,13.039,10.29,25.951,11.047,14.372,15.763
TRINITY_DN10791_c0_g1,1.1,0.617,0.064,1.189,0.773,0.995,1.105,0.923,0.954,6.527,1.325,1.01,0.347,1.308,1.29,1.228,4.918,2.706,10.496,9.028,4.534,2.813,12.635
TRINITY_DN10793_c0_g1,0.357,0.713,0.274,0.335,0.294,0.375,0.728,0.18,0.166,0,0.644,0.328,0.146,0.321,1.078,0.149,0,0,0.486,0,0,0,0
TRINITY_DN108_c0_g1,0,0.765,0,0.446,1.176,0,0.395,0.47,0.219,0,0.435,0,0.193,0,0.359,0.606,0,0,0.982,0,0,0,0
TRINITY_DN108_c1_g1,0.174,0.704,0,0.325,0.579,0.188,0.43,0.351,0.49,0,0.798,0.16,0.57,0.321,0,0.299,0,0,4.095,0,0,0,0
TRINITY_DN10801_c0_g1,0,0,0,0,0,0,1.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN10801_c0_g2,0,0,0,0,0,0,0.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN10804_c0_g1,8.965,2.339,3.347,3.038,2.024,8.43,3.141,3.24,2.766,24.621,6.142,3.4,2.866,2.714,2.426,1.833,37.994,24.421,22.037,29.818,17.934,44.942,65.451
TRINITY_DN10812_c0_g1,0.431,0.252,0.209,0.186,0.403,0.732,0.693,0.479,0.691,2.229,0.853,0.261,0.347,0.452,0.286,0.506,1.907,1.424,2.937,2.877,6.998,1.699,6.165
TRINITY_DN10814_c0_g1,0.202,0.183,0.161,0.269,0.285,0.591,0.544,0.068,0.254,3.966,0.254,0.404,0.139,0.049,0.196,0.133,1.09,0.518,2.441,0.791,4.019,0.111,6.241
TRINITY_DN10821_c0_g1,0,0,0,0,0,0,1.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN10828_c0_g1,1.21,0.348,0.74,0.734,0.487,1.558,1.026,0.667,2.468,0.809,1.243,2.524,1.987,2.031,0.964,2.497,0.531,0.881,0.445,0.611,0.323,0.432,0.182
TRINITY_DN10829_c0_g1,1.567,1.852,0.909,1.431,0.773,1.446,1.026,12.585,1.042,3.582,1.633,14.053,1.194,0.798,4.949,8.835,3.801,3.677,5.522,7.212,5.948,4.359,10.387
TRINITY_DN10838_c0_g1,0.907,0.426,0.443,1.115,0.344,0.404,1.018,0.487,0.228,0.239,0.345,0.589,0.478,0.641,0.506,0.382,0.395,0.647,0.062,0.198,0.485,0.543,0.091
TRINITY_DN10844_c0_g1,0,0.156,0.145,0.242,0.05,0.666,0.158,0.128,0.709,0.186,1.161,0.471,0,0,0.694,0,0,0.155,1.127,0.575,1.181,0.989,2.308
TRINITY_DN10844_c0_g2,0,0.156,0.145,0,0.05,0,0.465,0.128,0,0.186,1.17,0.471,0.108,0,0.466,0.647,4.182,0.388,2.565,1.133,0,0.251,3.356
TRINITY_DN10861_c0_g1,1.21,0.826,0.797,0.446,2.25,1.877,0.553,0.137,1.138,0.597,0.372,1.868,0.894,1.102,1.086,0.929,0,0,1.986,0,0.273,0,0.304
TRINITY_DN10869_c0_g1,0,0,0,0,1.041,0,0,0,0,0,2.758,4.334,0,0,0,0,1.39,12.185,0,0,0,0,0
TRINITY_DN10869_c0_g2,14.547,4.677,4.055,4.534,1.041,6.693,1.43,13.124,11.789,10.652,3.447,3.248,2.373,5.099,8.82,3.766,26.346,24.693,28.273,30.789,12.289,18.857,84.829
TRINITY_DN10872_c0_g1,0.99,0.27,0.515,0.697,0.344,0.789,1.018,0.496,0.543,2.52,0.608,0.53,0.139,0.452,0.441,0.705,2.466,1.761,4.602,4.766,9.633,2.437,7.092
TRINITY_DN10873_c0_g1,197.283,201.743,220.975,225.641,227.736,240.324,204.732,213.987,248.087,191.077,261.965,220.81,169.521,186.541,198.793,214.307,145.382,193.339,161.903,164.608,103.422,179.864,141.123
TRINITY_DN10876_c0_g1,1.476,1.339,0.692,2.063,2.393,4.966,0.851,1.445,1.155,0.119,5.135,2.415,1.279,2.525,2.27,0.888,0.027,0.078,2.441,0.234,0.162,0,0.273
TRINITY_DN10878_c0_g1,5.839,1.487,1.714,1.505,0.428,2.112,1.202,4.6,6.03,4.378,2.713,2.028,1.094,1.53,1.625,2.008,18.527,10.32,12.368,14.189,21.549,7.952,33.743
TRINITY_DN10879_c0_g1,0.101,0.582,0.314,0.474,0.336,0.648,0.667,0.205,0.665,1.486,0.472,0.185,0.169,0.23,0.547,0.133,6.076,0,2.275,2.41,4.736,0.752,15.049
TRINITY_DN10879_c0_g2,0.101,0,0,0.195,0,0,0,0,0,0,0,0,0,0.23,0,0.133,0,0.984,0,0.342,1,0,0.577
TRINITY_DN10881_c0_g1,1.219,0.565,0.692,1.384,0.21,1.22,0.719,1.103,0.77,3.263,1.497,1.153,0.316,1.258,0.433,0.979,4.441,3.211,3.806,7.877,4.645,3.203,10.63
TRINITY_DN10888_c0_g1,0.761,0.756,0.467,0.901,0.277,1.042,0.597,0.351,0.578,2.958,0.862,0.665,0.439,0.362,0.555,0.83,2.847,2.408,2.441,4.46,1.636,2.73,5.619
TRINITY_DN10889_c0_g1,0.871,0.278,0.072,0.558,0.067,0.732,0.447,0.222,0,4.378,0.354,0.227,0.578,0.485,0.204,0.257,2.616,1.593,4.529,4.136,3.736,0.014,7.396
TRINITY_DN10889_c0_g2,0,0.556,0.443,0.037,0.21,0.272,0.272,0.222,0.306,0,0.562,0,0.039,0.329,0.049,0,0.436,0,0.103,0,0.02,0.014,3.402
TRINITY_DN10894_c0_g1,1.393,1.191,0.966,0.539,0.672,1.474,1.009,0.539,1.444,4.431,1.252,0.606,0.354,0.699,0.327,0.365,2.738,1.657,5.822,3.525,7.27,2.061,9.916
TRINITY_DN10895_c0_g1,0.183,0.322,0.507,0.901,0.134,0.77,1.053,0.162,0,1.592,0.889,0.202,0,0,0,0.431,1.703,2.24,1.82,0,16.409,1.198,6.818
TRINITY_DN10895_c0_g2,0.88,0.226,0,0.195,0.588,1.042,0.325,0.359,0.499,2.162,0.826,1.111,1.171,0.485,1.356,0.896,4.291,0.22,11.324,4.46,24.134,2.632,19.089
TRINITY_DN109_c0_g1,0,0.2,0.378,0,0.815,0.253,0.807,0,0,0,0.445,0,0,0,0.188,0,0,0,0.341,0,0,0,0
TRINITY_DN10914_c0_g2,0.577,0.843,0.362,0.976,0.764,0.864,0.947,0.231,0.438,0,1.706,1.826,0.092,1.472,1.323,0.498,0,0,1.934,0,0,0,0
TRINITY_DN10916_c0_g1,0,0,0,0,0,0,2.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN10916_c0_g2,0,0,0,0,0,0,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN10917_c0_g1,0.66,0.356,0.137,0.595,0.118,0.657,0.5,0.581,0.403,1.897,0.481,0.454,0.123,0.419,0.466,0.423,1.076,1.178,3.454,2.823,3.13,1.574,5.254
TRINITY_DN10931_c0_g1,9.478,2.156,2.519,3.122,1.427,2.225,1.097,5.019,6.582,6.5,2.631,5.444,0.863,0.6,0.727,7.309,30.406,17.636,13.402,4.82,18.327,88.045,13.515
TRINITY_DN10933_c0_g1,3.951,4.112,1.81,4.228,2.88,6.684,3.974,3.309,3.125,16.157,6.16,3.273,2.126,3.733,2.646,3.526,16.089,10.566,25.646,33.702,37.705,13.606,54.548
TRINITY_DN10937_c0_g1,0,0,0,0,0,0,5.299,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN10944_c0_g1,65.138,57.204,54.499,65.135,71.123,67.429,55.232,54.497,65.842,43.272,70.68,56.193,62.772,54.053,77.224,58.22,43.77,48.377,45.16,40.752,33.504,43.159,28.55
TRINITY_DN10958_c0_g1,1.687,0.678,0.394,1.422,0.277,0.535,0.412,2.351,1.269,0.982,2.622,1.414,0,0.765,0.515,0.572,3.038,1.437,15.615,3.669,4.473,0,7.107
TRINITY_DN1096_c0_g1,0.422,0.478,0.129,0.316,0.21,0.629,0.553,0.171,0.315,0.252,0.154,0.16,0,0.617,0,2.821,0.559,0.091,0.238,0,1.474,0.097,2.673
TRINITY_DN10960_c0_g1,1.091,0.73,0.097,0.53,0.336,0.657,0.316,0.769,0.726,0.027,0.499,0.37,0.678,0.444,0.09,0.523,1.09,0.44,2.048,1.259,6.695,0.557,2.506
TRINITY_DN10960_c0_g2,0,0,0.097,0,0,0,0.211,0,0,0.027,0.826,0,0,0,0,0,0,0,0,1.241,0,0,0
TRINITY_DN10961_c0_g1,1.1,0.452,0.37,1.143,0.579,1.502,0.553,0.701,0.709,4.165,1.569,0.53,0.293,0.74,0.449,0.83,5.912,4.623,4.043,5.539,3.665,3.468,7.957
TRINITY_DN10968_c0_g1,89.704,86.153,91.546,100.843,78.789,77.886,93.831,80.985,79.74,57.878,82.175,72.476,89.979,80.672,92.136,72.755,58.128,70.416,52.399,30.861,37.544,69.578,22.399
TRINITY_DN10976_c0_g1,49.298,39.243,92.616,130.28,97.699,62.294,24.879,96.52,93.936,116.233,43.364,98.3,126.715,93.879,101.74,75.41,83.562,44.104,78.677,85.874,80.449,53.688,77.069
TRINITY_DN10977_c0_g1,0,0,0,0,0,0,0.316,0.333,0,0.146,0,1.86,0.2,1.044,0.784,0,0,0.052,0,0,0.252,0,0
TRINITY_DN10977_c0_g2,1.723,4.121,1.947,1.171,1.671,2.657,0.474,1,1.435,0.146,5.489,0,0.2,1.39,1.045,1.145,0,0.052,5.874,0,0,0,0
TRINITY_DN10981_c0_g2,0.486,0.156,0,0.548,0.084,0.103,0.64,0.291,0.455,2.003,0.363,0.724,0,0.181,0.376,0.249,1.948,0.945,1.365,1.655,3.282,0.724,3.098
TRINITY_DN11_c0_g1,0,0,0,0,0,0,0.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN11001_c0_g1,0.88,0.582,0.161,0.883,0.336,0.986,0.746,0.539,0.508,2.627,0.617,0.682,0.739,0.625,0.441,0.614,1.39,1.165,4.695,4.514,4.1,1.058,4.207
TRINITY_DN11002_c0_g1,0,0,0,0,0,0,0.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN11002_c0_g2,0,0,0,0,0,0,0.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN11002_c0_g3,0,0,0,0,0,0,0.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN11004_c0_g1,4.776,6.294,5.673,11.54,9.203,7.388,1.43,2.368,3.151,4.669,2.313,4.191,2.789,4.802,6.582,4.289,8.337,4.234,20.951,22.804,15.076,8.412,34.108
TRINITY_DN11006_c0_g1,80.492,83.771,75.187,69.985,77.454,95.647,85.628,95.588,83.67,62.972,88.072,61.453,71.931,81.873,85.815,82.187,53.878,51.238,39.99,41.453,34.888,54.273,24.039
TRINITY_DN1101_c0_g1,0.238,0,0.177,0,0.193,0,0.772,0,0,0,0.426,0,0,0.428,0,0,0.763,0.246,0.641,0,1.232,0.571,6.15
TRINITY_DN11010_c0_g1,2.044,0,0.153,0.297,0.285,1.877,0.614,0.718,0.184,1.26,0.78,1.001,0.347,0,0.18,0.979,0.654,0.207,0.745,1.025,4.625,3.426,5.027
TRINITY_DN11010_c0_g2,0.532,0.782,0.418,0.604,0.613,0.507,0.526,0.727,1.059,0.849,0.835,0,0,0.436,1.397,0,4.673,3.211,3.806,2.05,0,0,0.456
TRINITY_DN11015_c0_g1,0.376,0.782,0.37,1.217,1.268,0.535,0.263,0,0.411,4.709,1.207,0.311,0.362,3.717,0.131,0.431,1.88,1.709,6.143,4.604,3.373,2.284,4.601
TRINITY_DN11015_c0_g2,0.458,0,0,0,0,0.272,0.368,0.53,0,1.234,0.236,0,0,3.125,0.131,0.075,0.94,0.091,0,2.212,0.283,0.334,0.395
TRINITY_DN11016_c0_g1,1.448,0.704,0.708,0.037,0.26,0.385,0.518,0.513,0.551,1.671,0.29,0.539,0.231,0.428,0.335,0.1,1.049,0.376,2.927,3.903,4.413,1.072,8.018
TRINITY_DN11022_c0_g1,0.348,0.582,0.386,1.784,1.142,1.455,0.597,0.598,1.978,3.197,2.096,0.934,0.508,0.6,0.98,0.606,2.125,2.434,3.981,5.773,7.907,1.713,18.086
TRINITY_DN11022_c0_g2,0.449,0.348,0.394,0.678,0.428,1.249,0.456,0.308,0.788,1.366,0.535,1.035,0.169,0.206,0.261,0.332,1.103,0.518,3.289,2.32,4.968,0.919,9.339
TRINITY_DN11035_c0_g1,1.082,0.391,0.241,0.409,0.084,0.695,0.588,0.205,0.219,3.874,0.762,0.841,0.285,0.337,0.18,0.232,2.452,1.968,3.526,6.33,5.281,2.228,4.525
TRINITY_DN11044_c0_g1,2.227,2.817,1.295,1.83,1.612,5.445,2.053,2.291,3.133,14.977,6.777,4.653,1.487,2.401,2.442,1.427,20.175,10.514,14.095,21.545,21.327,13.648,26.12
TRINITY_DN11048_c0_g1,0.302,0.365,1.633,0.567,0.378,1.906,1.237,0.598,0.42,2.852,0.971,0.421,0.246,0.271,0,1.029,1.485,1.606,2.927,3.543,2.605,2.214,4.024
TRINITY_DN11055_c0_g1,0,0,0,0,0,0,1.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN11059_c0_g1,7.242,2.773,2.221,5.371,3.082,7.303,3.57,4.856,2.722,21.941,4.981,3.551,2.226,3.1,3.455,3.858,19.603,19.177,41.117,43.971,29.112,22.784,55.626
TRINITY_DN11060_c0_g1,0.587,0.026,0,0.269,0,0.573,0.272,0.359,0,0.358,0.299,0.017,0,0.025,0,0.075,2.479,0,0.982,0,1.141,0.613,8.109
TRINITY_DN11060_c0_g2,0,0.026,0.137,0.344,0,0,0.36,0,0.551,1.207,0.744,0.471,0.146,0.025,0.319,0.075,0,1.01,0.434,1.115,2.928,0.641,0
TRINITY_DN11062_c0_g1,4.134,3.834,0.483,3.308,1.982,1.483,0.43,0.701,1.978,0.769,1.579,2.297,0.146,1.604,1.201,4.281,0,0,0.248,0,0,0,0
TRINITY_DN11062_c0_g2,0.284,0,1.151,0,0.495,0,0.719,0,0,0,0.354,0,0.578,0,0,0.954,0,0,0,0,0,0,0.395
TRINITY_DN11065_c0_g1,0,0,0.314,0.511,0,0,0.377,0.342,0,0,0.191,0,0,0,0.131,0,0.858,0,0,0,0,1.629,0
TRINITY_DN11065_c0_g2,0.907,0.643,0.314,0.771,0.756,1.577,0.377,1.359,0.429,1.99,0.971,0.951,0.185,0.831,0.131,0.971,2.152,2.667,4.757,5.575,7.159,2.019,6.667
TRINITY_DN11067_c0_g1,125.637,122.127,99.786,138.512,105.24,152.975,119.859,134.747,130.24,114.057,133.886,106.572,109.106,116.617,120.303,138.931,125.752,105.766,113.372,100.387,151.82,107.403,114.684
TRINITY_DN11078_c0_g1,0,0,0,0.028,0,0.028,0.281,0,0,0,0.109,0,0.046,0,0,0,0,0,0.476,0.09,1.293,0.348,0.774
TRINITY_DN11078_c0_g2,0,0,0,0.028,0,0.028,0.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN1108_c0_g1,0.467,11.841,17.228,10.862,11.118,36.704,0.421,5.104,40.321,7.336,1.724,44.345,14.412,38.058,20.564,1.352,0.477,5.089,1.117,11.42,7.563,7.688,10.585
TRINITY_DN1108_c0_g2,20.02,0.956,0.402,11.512,4.417,18.296,20.282,0.949,1.357,10.52,0,3.484,10.707,2.886,0.18,1.825,15.421,8.663,12.813,1.78,0,0,4.571
TRINITY_DN11084_c0_g1,2.072,3.625,1.625,0.372,0.714,1.802,2.035,6.07,1.558,15.017,1.96,0,1.618,1.382,1.936,3.036,36.223,19.462,19.131,45.625,9.28,3.732,9.658
TRINITY_DN11084_c0_g2,7.022,1.339,1.473,4.042,2.838,9.181,2.93,1.257,3.763,42.914,6.042,4.031,1.256,2.031,1.119,2.953,32.082,22.298,14.695,48.179,22.841,30.43,56.583
TRINITY_DN11090_c0_g1,0.238,5.155,0.233,1.784,0.705,1.953,0.342,1.59,0.175,2.587,1.733,0,0.077,1.34,0.294,0.954,1.226,1.217,1.706,6.636,3.766,2.507,15.763
TRINITY_DN11090_c0_g2,1.182,0.504,0.459,1.059,0.697,0.901,0.754,0.368,1.654,0.544,2.459,1.229,0,0.444,0.653,0.946,6.58,1.541,9.804,11.168,9.462,0.78,10.038
TRINITY_DN11097_c0_g1,0.669,0.417,0.266,0.53,0.47,0.995,0.675,0.47,0.613,3.051,0.98,0.412,0.231,0.543,0.229,0.456,3.447,2.655,3.93,6.924,3.464,4.262,8.094
TRINITY_DN11100_c0_g1,0.147,0.539,0,0.938,0.311,0,0.342,0.034,0.21,0,0.481,2.255,0.331,1.316,0.4,0.066,0,0,0.103,0,0.101,0,0
TRINITY_DN11100_c0_g2,0.147,0,0.636,0.372,0.311,1.586,0.202,0.034,0,0,0.481,0,1.202,0.164,0,0.066,0,0,0.103,0,0,0,0
TRINITY_DN11103_c0_g1,0.807,0.139,0.266,0.158,0.353,1.652,0.632,0.769,0.56,0.876,1.47,0.783,0.108,2.862,0.327,0.73,2.207,2.875,3.289,1.025,4.372,0.153,3.994
TRINITY_DN11119_c0_g1,1.723,1.061,0.772,1.338,1.117,2.112,0.649,0.889,0.639,5.373,1.315,1.313,0.624,1.061,0.817,0.913,6.157,4.493,7.311,10.449,12.794,4.192,10.995
TRINITY_DN11127_c0_g1,1.274,0.852,0.636,1.096,0.873,2.525,0.298,1.257,0.508,6.089,1.76,1.523,0.562,1.324,0.694,1.468,4.482,1.45,4.643,12.859,9.946,5.236,15.459
TRINITY_DN11127_c0_g2,1.265,0.383,0.41,1.301,0.21,3.83,0.351,1.915,0,6.023,1.461,0.48,0.223,0.099,0,0.1,24.289,2.952,1.675,12.643,1.737,2.897,6.606
TRINITY_DN11133_c0_g1,0.596,1.13,0.402,0.929,0.168,1.493,0.842,1.111,0.63,5.041,0.735,0.69,0.362,0.502,0.915,0.647,1.594,0.971,9.462,4.136,29.263,2.563,14.457
